"","celltype_gt","celltype","model"
"49919","Macrophage","Stromal","singleR"
"49920","T","T","singleR"
"49921","Plasma","Plasma","singleR"
"49922","Plasma","Plasma","singleR"
"49923","Malignant","Myoepi","singleR"
"49924","Malignant","Myoepi","singleR"
"49925","Malignant","Myoepi","singleR"
"49926","Stromal","Stromal","singleR"
"49927","Stromal","Macrophage","singleR"
"49928","T","T","singleR"
"49929","Stromal","T","singleR"
"49930","Macrophage","DC_Mast","singleR"
"49931","Macrophage","Macrophage","singleR"
"49932","Myoepi","Myoepi","singleR"
"49933","T","T","singleR"
"49934","T","T","singleR"
"49935","Stromal","Stromal","singleR"
"49936","Stromal","Stromal","singleR"
"49937","Stromal","Stromal","singleR"
"49938","T","T","singleR"
"49939","Myoepi","Myoepi","singleR"
"49940","Malignant","Malignant","singleR"
"49941","T","T","singleR"
"49942","T","Myoepi","singleR"
"49943","Malignant","Malignant","singleR"
"49944","Myoepi","Myoepi","singleR"
"49945","B","T","singleR"
"49946","B","T","singleR"
"49947","Stromal","Stromal","singleR"
"49948","B","T","singleR"
"49949","T","T","singleR"
"49950","Stromal","Myoepi","singleR"
"49951","T","T","singleR"
"49952","T","T","singleR"
"49953","T","T","singleR"
"49954","Malignant","Myoepi","singleR"
"49955","T","T","singleR"
"49956","Stromal","Stromal","singleR"
"49957","Macrophage","Macrophage","singleR"
"49958","T","T","singleR"
"49959","Malignant","Myoepi","singleR"
"49960","Plasma","Plasma","singleR"
"49961","Malignant","Myoepi","singleR"
"49962","Macrophage","Macrophage","singleR"
"49963","Malignant","Myoepi","singleR"
"49964","Stromal","T","singleR"
"49965","T","T","singleR"
"49966","Malignant","Malignant","singleR"
"49967","Stromal","Stromal","singleR"
"49968","Malignant","Malignant","singleR"
"49969","Malignant","Myoepi","singleR"
"49970","T","T","singleR"
"49971","B","T","singleR"
"49972","T","T","singleR"
"49973","Myoepi","Myoepi","singleR"
"49974","Macrophage","Myoepi","singleR"
"49975","Malignant","Malignant","singleR"
"49976","Myoepi","Myoepi","singleR"
"49977","Myoepi","Malignant","singleR"
"49978","Stromal","Plasma","singleR"
"49979","T","Macrophage","singleR"
"49980","Stromal","Stromal","singleR"
"49981","Malignant","Myoepi","singleR"
"49982","Stromal","Macrophage","singleR"
"49983","T","DC_Mast","singleR"
"49984","T","T","singleR"
"49985","Macrophage","Macrophage","singleR"
"49986","Stromal","Stromal","singleR"
"49987","Myoepi","Myoepi","singleR"
"49988","Myoepi","Malignant","singleR"
"49989","Stromal","Macrophage","singleR"
"49990","Malignant","Malignant","singleR"
"49991","DC_Mast","T","singleR"
"49992","Malignant","Malignant","singleR"
"49993","Malignant","Plasma","singleR"
"49994","Malignant","Myoepi","singleR"
"49995","Malignant","Myoepi","singleR"
"49996","Stromal","Macrophage","singleR"
"49997","Malignant","Malignant","singleR"
"49998","Stromal","T","singleR"
"49999","T","T","singleR"
"50000","T","T","singleR"
"50001","Malignant","Malignant","singleR"
"50002","T","DC_Mast","singleR"
"50003","Stromal","Macrophage","singleR"
"50004","Stromal","Myoepi","singleR"
"50005","Malignant","Malignant","singleR"
"50006","Myoepi","Myoepi","singleR"
"50007","T","T","singleR"
"50008","T","T","singleR"
"50009","T","T","singleR"
"50010","Malignant","Malignant","singleR"
"50011","Malignant","Malignant","singleR"
"50012","T","T","singleR"
"50013","Plasma","T","singleR"
"50014","Malignant","Malignant","singleR"
"50015","Malignant","Malignant","singleR"
"50016","Malignant","Myoepi","singleR"
"50017","T","T","singleR"
"50018","Macrophage","Macrophage","singleR"
"50019","T","T","singleR"
"50020","T","Plasma","singleR"
"50021","T","T","singleR"
"50022","B","T","singleR"
"50023","T","T","singleR"
"50024","Malignant","Myoepi","singleR"
"50025","Stromal","Macrophage","singleR"
"50026","Stromal","T","singleR"
"50027","Malignant","Myoepi","singleR"
"50028","T","T","singleR"
"50029","Myoepi","Myoepi","singleR"
"50030","Stromal","Stromal","singleR"
"50031","T","T","singleR"
"50032","Macrophage","Stromal","singleR"
"50033","Malignant","Malignant","singleR"
"50034","Plasma","Plasma","singleR"
"50035","DC_Mast","T","singleR"
"50036","Malignant","Myoepi","singleR"
"50037","T","T","singleR"
"50038","T","T","singleR"
"50039","Stromal","Stromal","singleR"
"50040","T","T","singleR"
"50041","Macrophage","Macrophage","singleR"
"50042","T","T","singleR"
"50043","Plasma","Plasma","singleR"
"50044","T","T","singleR"
"50045","Stromal","Macrophage","singleR"
"50046","Stromal","Macrophage","singleR"
"50047","Stromal","Stromal","singleR"
"50048","Malignant","Myoepi","singleR"
"50049","Stromal","Stromal","singleR"
"50050","DC_Mast","DC_Mast","singleR"
"50051","T","T","singleR"
"50052","T","T","singleR"
"50053","T","Myoepi","singleR"
"50054","Stromal","Stromal","singleR"
"50055","Plasma","T","singleR"
"50056","T","T","singleR"
"50057","Macrophage","Macrophage","singleR"
"50058","Myoepi","Myoepi","singleR"
"50059","T","T","singleR"
"50060","Stromal","Stromal","singleR"
"50061","DC_Mast","T","singleR"
"50062","Malignant","Myoepi","singleR"
"50063","Malignant","Macrophage","singleR"
"50064","T","T","singleR"
"50065","Malignant","Myoepi","singleR"
"50066","Macrophage","Macrophage","singleR"
"50067","Stromal","Macrophage","singleR"
"50068","Stromal","Stromal","singleR"
"50069","Stromal","Stromal","singleR"
"50070","T","T","singleR"
"50071","Macrophage","T","singleR"
"50072","Malignant","Malignant","singleR"
"50073","Macrophage","Macrophage","singleR"
"50074","DC_Mast","T","singleR"
"50075","Stromal","Myoepi","singleR"
"50076","DC_Mast","T","singleR"
"50077","B","DC_Mast","singleR"
"50078","Malignant","Myoepi","singleR"
"50079","Stromal","Myoepi","singleR"
"50080","Myoepi","Myoepi","singleR"
"50081","Macrophage","Stromal","singleR"
"50082","Malignant","Myoepi","singleR"
"50083","Stromal","Myoepi","singleR"
"50084","T","T","singleR"
"50085","Stromal","Macrophage","singleR"
"50086","Macrophage","Macrophage","singleR"
"50087","T","T","singleR"
"50088","Malignant","Myoepi","singleR"
"50089","T","T","singleR"
"50090","T","T","singleR"
"50091","B","T","singleR"
"50092","T","T","singleR"
"50093","T","T","singleR"
"50094","T","T","singleR"
"50095","Malignant","Malignant","singleR"
"50096","Malignant","Malignant","singleR"
"50097","Stromal","Stromal","singleR"
"50098","Malignant","Malignant","singleR"
"50099","Malignant","Malignant","singleR"
"50100","T","T","singleR"
"50101","Macrophage","Macrophage","singleR"
"50102","Malignant","Malignant","singleR"
"50103","Malignant","Malignant","singleR"
"50104","Malignant","Malignant","singleR"
"50105","T","T","singleR"
"50106","Stromal","Malignant","singleR"
"50107","T","Macrophage","singleR"
"50108","Malignant","Malignant","singleR"
"50109","Malignant","Malignant","singleR"
"50110","Malignant","Malignant","singleR"
"50111","Plasma","T","singleR"
"50112","Malignant","Malignant","singleR"
"50113","Malignant","Myoepi","singleR"
"50114","T","T","singleR"
"50115","Macrophage","Macrophage","singleR"
"50116","T","T","singleR"
"50117","Macrophage","T","singleR"
"50118","T","T","singleR"
"50119","Stromal","Stromal","singleR"
"50120","Myoepi","Stromal","singleR"
"50121","DC_Mast","Macrophage","singleR"
"50122","Myoepi","Myoepi","singleR"
"50123","Myoepi","Myoepi","singleR"
"50124","T","T","singleR"
"50125","Stromal","Macrophage","singleR"
"50126","Macrophage","T","singleR"
"50127","Stromal","T","singleR"
"50128","T","T","singleR"
"50129","T","Stromal","singleR"
"50130","Myoepi","Myoepi","singleR"
"50131","Macrophage","Macrophage","singleR"
"50132","Malignant","Malignant","singleR"
"50133","Stromal","Stromal","singleR"
"50134","Stromal","Stromal","singleR"
"50135","Stromal","Stromal","singleR"
"50136","Myoepi","Myoepi","singleR"
"50137","Malignant","Malignant","singleR"
"50138","T","T","singleR"
"50139","Macrophage","Macrophage","singleR"
"50140","Macrophage","Macrophage","singleR"
"50141","Stromal","Stromal","singleR"
"50142","Myoepi","Myoepi","singleR"
"50143","T","T","singleR"
"50144","Macrophage","Macrophage","singleR"
"50145","Stromal","Stromal","singleR"
"50146","Stromal","Stromal","singleR"
"50147","Macrophage","Macrophage","singleR"
"50148","Macrophage","Myoepi","singleR"
"50149","Macrophage","Myoepi","singleR"
"50150","Macrophage","T","singleR"
"50151","Stromal","Stromal","singleR"
"50152","Malignant","Malignant","singleR"
"50153","Malignant","Malignant","singleR"
"50154","Malignant","Malignant","singleR"
"50155","Macrophage","Macrophage","singleR"
"50156","Malignant","Malignant","singleR"
"50157","T","T","singleR"
"50158","Malignant","Malignant","singleR"
"50159","Malignant","Myoepi","singleR"
"50160","Myoepi","Myoepi","singleR"
"50161","DC_Mast","Macrophage","singleR"
"50162","T","T","singleR"
"50163","T","T","singleR"
"50164","Macrophage","Macrophage","singleR"
"50165","Plasma","Plasma","singleR"
"50166","T","T","singleR"
"50167","Macrophage","T","singleR"
"50168","T","T","singleR"
"50169","Malignant","Myoepi","singleR"
"50170","Myoepi","Malignant","singleR"
"50171","Macrophage","Macrophage","singleR"
"50172","Macrophage","Macrophage","singleR"
"50173","Macrophage","T","singleR"
"50174","Stromal","Stromal","singleR"
"50175","T","T","singleR"
"50176","Stromal","DC_Mast","singleR"
"50177","T","T","singleR"
"50178","Stromal","Stromal","singleR"
"50179","Stromal","Stromal","singleR"
"50180","B","T","singleR"
"50181","Stromal","Stromal","singleR"
"50182","T","T","singleR"
"50183","Stromal","T","singleR"
"50184","Myoepi","Malignant","singleR"
"50185","Macrophage","Macrophage","singleR"
"50186","T","T","singleR"
"50187","T","T","singleR"
"50188","Stromal","Stromal","singleR"
"50189","T","Macrophage","singleR"
"50190","T","T","singleR"
"50191","Malignant","Malignant","singleR"
"50192","Stromal","Stromal","singleR"
"50193","Stromal","Stromal","singleR"
"50194","Malignant","Malignant","singleR"
"50195","Malignant","Malignant","singleR"
"50196","Malignant","Malignant","singleR"
"50197","Malignant","Myoepi","singleR"
"50198","Malignant","Malignant","singleR"
"50199","Malignant","Myoepi","singleR"
"50200","Malignant","Malignant","singleR"
"50201","Malignant","Malignant","singleR"
"50202","Stromal","Stromal","singleR"
"50203","B","T","singleR"
"50204","Macrophage","T","singleR"
"50205","T","T","singleR"
"50206","Macrophage","DC_Mast","singleR"
"50207","Macrophage","Macrophage","singleR"
"50208","Macrophage","Macrophage","singleR"
"50209","Stromal","Stromal","singleR"
"50210","T","T","singleR"
"50211","DC_Mast","T","singleR"
"50212","Plasma","T","singleR"
"50213","Stromal","Stromal","singleR"
"50214","Stromal","T","singleR"
"50215","T","T","singleR"
"50216","Stromal","Myoepi","singleR"
"50217","Plasma","Myoepi","singleR"
"50218","Macrophage","Macrophage","singleR"
"50219","Myoepi","T","singleR"
"50220","Macrophage","Macrophage","singleR"
"50221","Macrophage","Macrophage","singleR"
"50222","Stromal","Stromal","singleR"
"50223","T","T","singleR"
"50224","Stromal","Stromal","singleR"
"50225","Stromal","DC_Mast","singleR"
"50226","Macrophage","Macrophage","singleR"
"50227","Stromal","Stromal","singleR"
"50228","T","DC_Mast","singleR"
"50229","Macrophage","Macrophage","singleR"
"50230","Myoepi","Stromal","singleR"
"50231","T","Macrophage","singleR"
"50232","T","Stromal","singleR"
"50233","DC_Mast","Stromal","singleR"
"50234","T","T","singleR"
"50235","Stromal","Stromal","singleR"
"50236","Stromal","Stromal","singleR"
"50237","T","T","singleR"
"50238","Macrophage","T","singleR"
"50239","Stromal","Macrophage","singleR"
"50240","Macrophage","Stromal","singleR"
"50241","Stromal","Stromal","singleR"
"50242","Stromal","Stromal","singleR"
"50243","T","T","singleR"
"50244","Myoepi","Stromal","singleR"
"50245","T","DC_Mast","singleR"
"50246","B","T","singleR"
"50247","Malignant","Malignant","singleR"
"50248","T","T","singleR"
"50249","Stromal","Stromal","singleR"
"50250","Stromal","Stromal","singleR"
"50251","Macrophage","Stromal","singleR"
"50252","Malignant","Malignant","singleR"
"50253","B","T","singleR"
"50254","Macrophage","Stromal","singleR"
"50255","Stromal","DC_Mast","singleR"
"50256","Stromal","T","singleR"
"50257","Malignant","Malignant","singleR"
"50258","Malignant","Malignant","singleR"
"50259","Stromal","Stromal","singleR"
"50260","Stromal","Macrophage","singleR"
"50261","Macrophage","T","singleR"
"50262","Stromal","Macrophage","singleR"
"50263","T","T","singleR"
"50264","T","T","singleR"
"50265","Malignant","Myoepi","singleR"
"50266","T","T","singleR"
"50267","Stromal","Malignant","singleR"
"50268","Macrophage","Stromal","singleR"
"50269","Malignant","Myoepi","singleR"
"50270","Malignant","Myoepi","singleR"
"50271","Macrophage","Malignant","singleR"
"50272","Malignant","Malignant","singleR"
"50273","Malignant","Malignant","singleR"
"50274","Myoepi","Myoepi","singleR"
"50275","Malignant","Malignant","singleR"
"50276","Macrophage","Stromal","singleR"
"50277","Malignant","Malignant","singleR"
"50278","Macrophage","T","singleR"
"50279","T","T","singleR"
"50280","Malignant","Myoepi","singleR"
"50281","Malignant","Malignant","singleR"
"50282","Malignant","Malignant","singleR"
"50283","Malignant","Malignant","singleR"
"50284","Plasma","Stromal","singleR"
"50285","Malignant","Macrophage","singleR"
"50286","Macrophage","Stromal","singleR"
"50287","Stromal","Macrophage","singleR"
"50288","T","T","singleR"
"50289","T","T","singleR"
"50290","Macrophage","Macrophage","singleR"
"50291","Stromal","Stromal","singleR"
"50292","Stromal","Stromal","singleR"
"50293","T","Macrophage","singleR"
"50294","T","T","singleR"
"50295","T","T","singleR"
"50296","Stromal","Stromal","singleR"
"50297","Stromal","Stromal","singleR"
"50298","Stromal","Stromal","singleR"
"50299","Malignant","T","singleR"
"50300","T","T","singleR"
"50301","Malignant","Malignant","singleR"
"50302","T","T","singleR"
"50303","Stromal","Stromal","singleR"
"50304","T","T","singleR"
"50305","Malignant","Malignant","singleR"
"50306","T","T","singleR"
"50307","T","T","singleR"
"50308","Stromal","Stromal","singleR"
"50309","Malignant","Malignant","singleR"
"50310","T","T","singleR"
"50311","T","T","singleR"
"50312","Stromal","Stromal","singleR"
"50313","Stromal","Macrophage","singleR"
"50314","Macrophage","Macrophage","singleR"
"50315","Macrophage","T","singleR"
"50316","Stromal","Stromal","singleR"
"50317","Stromal","Stromal","singleR"
"50318","Stromal","Macrophage","singleR"
"50319","Malignant","Malignant","singleR"
"50320","T","T","singleR"
"50321","T","Stromal","singleR"
"50322","Stromal","Stromal","singleR"
"50323","DC_Mast","Stromal","singleR"
"50324","T","T","singleR"
"50325","T","Stromal","singleR"
"50326","Malignant","Myoepi","singleR"
"50327","Macrophage","Macrophage","singleR"
"50328","Macrophage","Macrophage","singleR"
"50329","Malignant","Malignant","singleR"
"50330","Malignant","Myoepi","singleR"
"50331","T","T","singleR"
"50332","Stromal","DC_Mast","singleR"
"50333","T","T","singleR"
"50334","T","T","singleR"
"50335","T","T","singleR"
"50336","T","T","singleR"
"50337","T","T","singleR"
"50338","T","T","singleR"
"50339","Stromal","Stromal","singleR"
"50340","Stromal","Stromal","singleR"
"50341","T","T","singleR"
"50342","Stromal","Stromal","singleR"
"50343","B","T","singleR"
"50344","T","Plasma","singleR"
"50345","T","T","singleR"
"50346","Macrophage","Macrophage","singleR"
"50347","Macrophage","Macrophage","singleR"
"50348","B","Stromal","singleR"
"50349","Myoepi","Myoepi","singleR"
"50350","T","T","singleR"
"50351","Macrophage","T","singleR"
"50352","B","T","singleR"
"50353","T","T","singleR"
"50354","T","T","singleR"
"50355","T","T","singleR"
"50356","Stromal","Stromal","singleR"
"50357","Malignant","Malignant","singleR"
"50358","T","T","singleR"
"50359","Malignant","Malignant","singleR"
"50360","T","T","singleR"
"50361","T","T","singleR"
"50362","Malignant","Malignant","singleR"
"50363","Malignant","Malignant","singleR"
"50364","Plasma","Plasma","singleR"
"50365","Malignant","Malignant","singleR"
"50366","Macrophage","T","singleR"
"50367","Malignant","Malignant","singleR"
"50368","Macrophage","Macrophage","singleR"
"50369","T","T","singleR"
"50370","DC_Mast","DC_Mast","singleR"
"50371","Stromal","Myoepi","singleR"
"50372","Stromal","Stromal","singleR"
"50373","Myoepi","Myoepi","singleR"
"50374","Stromal","Stromal","singleR"
"50375","Stromal","Myoepi","singleR"
"50376","T","T","singleR"
"50377","Myoepi","Myoepi","singleR"
"50378","Plasma","Plasma","singleR"
"50379","Stromal","Macrophage","singleR"
"50380","Myoepi","Myoepi","singleR"
"50381","Stromal","Macrophage","singleR"
"50382","Macrophage","T","singleR"
"50383","Stromal","Stromal","singleR"
"50384","Malignant","Malignant","singleR"
"50385","T","T","singleR"
"50386","T","T","singleR"
"50387","T","T","singleR"
"50388","Malignant","Malignant","singleR"
"50389","Macrophage","Macrophage","singleR"
"50390","Stromal","Macrophage","singleR"
"50391","T","T","singleR"
"50392","Plasma","Plasma","singleR"
"50393","Stromal","Stromal","singleR"
"50394","Stromal","Stromal","singleR"
"50395","T","T","singleR"
"50396","Malignant","Malignant","singleR"
"50397","Stromal","Stromal","singleR"
"50398","Malignant","Myoepi","singleR"
"50399","Plasma","DC_Mast","singleR"
"50400","Stromal","Malignant","singleR"
"50401","T","T","singleR"
"50402","Stromal","Stromal","singleR"
"50403","Macrophage","Macrophage","singleR"
