"","celltype_gt","celltype","model"
"40485","Stromal","Stromal","sctype"
"40486","Macrophage","Stromal","sctype"
"40487","B","T","sctype"
"40488","Myoepi","Stromal","sctype"
"40489","Malignant","Malignant","sctype"
"40490","Malignant","Malignant","sctype"
"40491","T","T","sctype"
"40492","Stromal","Stromal","sctype"
"40493","Macrophage","Macrophage","sctype"
"40494","Stromal","Stromal","sctype"
"40495","T","Macrophage","sctype"
"40496","T","Macrophage","sctype"
"40497","Macrophage","Stromal","sctype"
"40498","T","T","sctype"
"40499","Malignant","Malignant","sctype"
"40500","Macrophage","Plasma","sctype"
"40501","Stromal","Stromal","sctype"
"40502","Myoepi","Myoepi","sctype"
"40503","Plasma","Macrophage","sctype"
"40504","Plasma","Stromal","sctype"
"40505","Macrophage","Stromal","sctype"
"40506","Malignant","Malignant","sctype"
"40507","Myoepi","Myoepi","sctype"
"40508","Macrophage","Stromal","sctype"
"40509","Malignant","Malignant","sctype"
"40510","Stromal","Macrophage","sctype"
"40511","Macrophage","Macrophage","sctype"
"40512","Malignant","Malignant","sctype"
"40513","Malignant","Myoepi","sctype"
"40514","Macrophage","T","sctype"
"40515","T","T","sctype"
"40516","T","T","sctype"
"40517","Stromal","Stromal","sctype"
"40518","T","T","sctype"
"40519","Malignant","Malignant","sctype"
"40520","Stromal","T","sctype"
"40521","T","T","sctype"
"40522","B","T","sctype"
"40523","Plasma","Plasma","sctype"
"40524","Stromal","B","sctype"
"40525","Malignant","Malignant","sctype"
"40526","T","Stromal","sctype"
"40527","Stromal","Stromal","sctype"
"40528","Malignant","Malignant","sctype"
"40529","T","T","sctype"
"40530","T","T","sctype"
"40531","T","T","sctype"
"40532","Malignant","Malignant","sctype"
"40533","Macrophage","Macrophage","sctype"
"40534","Stromal","Stromal","sctype"
"40535","T","T","sctype"
"40536","Stromal","Stromal","sctype"
"40537","Stromal","Stromal","sctype"
"40538","T","T","sctype"
"40539","Malignant","Macrophage","sctype"
"40540","Stromal","Stromal","sctype"
"40541","Stromal","Stromal","sctype"
"40542","T","B","sctype"
"40543","T","Macrophage","sctype"
"40544","T","T","sctype"
"40545","Stromal","Stromal","sctype"
"40546","Malignant","Malignant","sctype"
"40547","Myoepi","Myoepi","sctype"
"40548","T","T","sctype"
"40549","Myoepi","Myoepi","sctype"
"40550","Stromal","Macrophage","sctype"
"40551","Malignant","Malignant","sctype"
"40552","Malignant","Stromal","sctype"
"40553","Macrophage","Stromal","sctype"
"40554","T","T","sctype"
"40555","B","Stromal","sctype"
"40556","T","T","sctype"
"40557","Macrophage","Macrophage","sctype"
"40558","Myoepi","Stromal","sctype"
"40559","T","T","sctype"
"40560","T","T","sctype"
"40561","Plasma","Plasma","sctype"
"40562","Malignant","Malignant","sctype"
"40563","Myoepi","Myoepi","sctype"
"40564","T","Macrophage","sctype"
"40565","Stromal","Stromal","sctype"
"40566","Stromal","Stromal","sctype"
"40567","Macrophage","Macrophage","sctype"
"40568","Myoepi","Myoepi","sctype"
"40569","Malignant","Malignant","sctype"
"40570","Stromal","Stromal","sctype"
"40571","Stromal","Stromal","sctype"
"40572","T","T","sctype"
"40573","Macrophage","Stromal","sctype"
"40574","T","T","sctype"
"40575","Stromal","Stromal","sctype"
"40576","Stromal","Stromal","sctype"
"40577","T","T","sctype"
"40578","Malignant","Malignant","sctype"
"40579","DC_Mast","Plasma","sctype"
"40580","Stromal","Stromal","sctype"
"40581","Stromal","Stromal","sctype"
"40582","T","T","sctype"
"40583","T","T","sctype"
"40584","Macrophage","Stromal","sctype"
"40585","Malignant","Malignant","sctype"
"40586","Stromal","Stromal","sctype"
"40587","Malignant","Malignant","sctype"
"40588","Myoepi","Myoepi","sctype"
"40589","Stromal","Stromal","sctype"
"40590","T","T","sctype"
"40591","Stromal","Stromal","sctype"
"40592","Malignant","Malignant","sctype"
"40593","Myoepi","Myoepi","sctype"
"40594","Myoepi","Stromal","sctype"
"40595","Malignant","Stromal","sctype"
"40596","T","Stromal","sctype"
"40597","Plasma","B","sctype"
"40598","Stromal","Stromal","sctype"
"40599","Macrophage","Macrophage","sctype"
"40600","Malignant","Malignant","sctype"
"40601","T","T","sctype"
"40602","T","B","sctype"
"40603","Stromal","T","sctype"
"40604","Malignant","Malignant","sctype"
"40605","Malignant","Malignant","sctype"
"40606","Stromal","Stromal","sctype"
"40607","Malignant","Malignant","sctype"
"40608","Malignant","Malignant","sctype"
"40609","Macrophage","Malignant","sctype"
"40610","Stromal","Stromal","sctype"
"40611","T","T","sctype"
"40612","Stromal","Stromal","sctype"
"40613","Macrophage","T","sctype"
"40614","Stromal","Stromal","sctype"
"40615","Stromal","Stromal","sctype"
"40616","Malignant","Malignant","sctype"
"40617","Macrophage","Stromal","sctype"
"40618","Myoepi","Malignant","sctype"
"40619","Stromal","Stromal","sctype"
"40620","Myoepi","Myoepi","sctype"
"40621","Myoepi","Stromal","sctype"
"40622","T","T","sctype"
"40623","Macrophage","Stromal","sctype"
"40624","Plasma","T","sctype"
"40625","T","T","sctype"
"40626","Malignant","Malignant","sctype"
"40627","Plasma","T","sctype"
"40628","Malignant","Malignant","sctype"
"40629","Stromal","Stromal","sctype"
"40630","T","T","sctype"
"40631","Plasma","Plasma","sctype"
"40632","Macrophage","Macrophage","sctype"
"40633","Malignant","Malignant","sctype"
"40634","Macrophage","B","sctype"
"40635","Stromal","Stromal","sctype"
"40636","T","T","sctype"
"40637","Macrophage","Stromal","sctype"
"40638","Stromal","Macrophage","sctype"
"40639","Myoepi","Stromal","sctype"
"40640","T","T","sctype"
"40641","Malignant","Malignant","sctype"
"40642","Macrophage","T","sctype"
"40643","Myoepi","Malignant","sctype"
"40644","Stromal","Macrophage","sctype"
"40645","Malignant","Malignant","sctype"
"40646","Stromal","Macrophage","sctype"
"40647","Malignant","Malignant","sctype"
"40648","Malignant","Malignant","sctype"
"40649","Malignant","Malignant","sctype"
"40650","T","T","sctype"
"40651","T","T","sctype"
"40652","T","T","sctype"
"40653","T","T","sctype"
"40654","Stromal","Macrophage","sctype"
"40655","T","T","sctype"
"40656","Myoepi","Myoepi","sctype"
"40657","Malignant","Malignant","sctype"
"40658","T","T","sctype"
"40659","Malignant","Malignant","sctype"
"40660","Myoepi","T","sctype"
"40661","T","T","sctype"
"40662","Stromal","Stromal","sctype"
"40663","T","B","sctype"
"40664","Macrophage","Stromal","sctype"
"40665","T","T","sctype"
"40666","T","T","sctype"
"40667","Malignant","Malignant","sctype"
"40668","T","T","sctype"
"40669","T","T","sctype"
"40670","T","B","sctype"
"40671","Stromal","Stromal","sctype"
"40672","Stromal","Stromal","sctype"
"40673","T","T","sctype"
"40674","T","B","sctype"
"40675","Malignant","Malignant","sctype"
"40676","Malignant","Malignant","sctype"
"40677","Malignant","Macrophage","sctype"
"40678","T","T","sctype"
"40679","Macrophage","T","sctype"
"40680","T","T","sctype"
"40681","T","Stromal","sctype"
"40682","T","T","sctype"
"40683","Malignant","Malignant","sctype"
"40684","Plasma","B","sctype"
"40685","Stromal","Stromal","sctype"
"40686","Stromal","Plasma","sctype"
"40687","Malignant","Malignant","sctype"
"40688","Malignant","Malignant","sctype"
"40689","Myoepi","Stromal","sctype"
"40690","Stromal","Stromal","sctype"
"40691","Malignant","Malignant","sctype"
"40692","Myoepi","Myoepi","sctype"
"40693","Malignant","Myoepi","sctype"
"40694","T","T","sctype"
"40695","T","T","sctype"
"40696","Myoepi","Myoepi","sctype"
"40697","B","T","sctype"
"40698","Malignant","Malignant","sctype"
"40699","Malignant","Malignant","sctype"
"40700","Myoepi","Stromal","sctype"
"40701","Malignant","Myoepi","sctype"
"40702","Macrophage","Macrophage","sctype"
"40703","T","T","sctype"
"40704","Plasma","Stromal","sctype"
"40705","Stromal","Stromal","sctype"
"40706","Malignant","Malignant","sctype"
"40707","Myoepi","Malignant","sctype"
"40708","Stromal","Stromal","sctype"
"40709","T","T","sctype"
"40710","Stromal","Malignant","sctype"
"40711","Malignant","Malignant","sctype"
"40712","Malignant","Malignant","sctype"
"40713","Stromal","Stromal","sctype"
"40714","T","T","sctype"
"40715","Stromal","Stromal","sctype"
"40716","Malignant","Malignant","sctype"
"40717","Myoepi","Myoepi","sctype"
"40718","Malignant","Macrophage","sctype"
"40719","Myoepi","Stromal","sctype"
"40720","Myoepi","Malignant","sctype"
"40721","T","T","sctype"
"40722","T","T","sctype"
"40723","T","T","sctype"
"40724","Macrophage","T","sctype"
"40725","Macrophage","Macrophage","sctype"
"40726","Malignant","Malignant","sctype"
"40727","Myoepi","Myoepi","sctype"
"40728","Stromal","Stromal","sctype"
"40729","T","T","sctype"
"40730","Plasma","T","sctype"
"40731","Plasma","Plasma","sctype"
"40732","Stromal","Stromal","sctype"
"40733","T","T","sctype"
"40734","T","T","sctype"
"40735","Stromal","Stromal","sctype"
"40736","Macrophage","Malignant","sctype"
"40737","Malignant","Stromal","sctype"
"40738","Macrophage","Macrophage","sctype"
"40739","Malignant","Malignant","sctype"
"40740","Malignant","Malignant","sctype"
"40741","Malignant","Malignant","sctype"
"40742","T","T","sctype"
"40743","Myoepi","Macrophage","sctype"
"40744","T","Stromal","sctype"
"40745","Malignant","Malignant","sctype"
"40746","DC_Mast","Plasma","sctype"
"40747","Malignant","Malignant","sctype"
"40748","Stromal","Stromal","sctype"
"40749","Malignant","Malignant","sctype"
"40750","Malignant","Malignant","sctype"
"40751","Malignant","Malignant","sctype"
"40752","Malignant","Malignant","sctype"
"40753","Stromal","Stromal","sctype"
"40754","Malignant","Malignant","sctype"
"40755","Myoepi","Myoepi","sctype"
"40756","Stromal","Malignant","sctype"
"40757","Myoepi","Malignant","sctype"
"40758","Malignant","Malignant","sctype"
"40759","Stromal","Stromal","sctype"
"40760","Malignant","Malignant","sctype"
"40761","T","T","sctype"
"40762","Malignant","Malignant","sctype"
"40763","Malignant","Malignant","sctype"
"40764","Malignant","Malignant","sctype"
"40765","Malignant","Malignant","sctype"
"40766","Macrophage","Stromal","sctype"
"40767","T","T","sctype"
"40768","Myoepi","Stromal","sctype"
"40769","Myoepi","Myoepi","sctype"
"40770","T","T","sctype"
"40771","T","T","sctype"
"40772","Myoepi","Malignant","sctype"
"40773","Malignant","Malignant","sctype"
"40774","T","Plasma","sctype"
"40775","Myoepi","Stromal","sctype"
"40776","Macrophage","Stromal","sctype"
"40777","Myoepi","Myoepi","sctype"
"40778","Myoepi","Malignant","sctype"
"40779","Stromal","Stromal","sctype"
"40780","Malignant","Macrophage","sctype"
"40781","Malignant","Malignant","sctype"
"40782","T","T","sctype"
"40783","Myoepi","Malignant","sctype"
"40784","T","T","sctype"
"40785","Malignant","Malignant","sctype"
"40786","T","T","sctype"
"40787","T","T","sctype"
"40788","Plasma","B","sctype"
"40789","Stromal","Stromal","sctype"
"40790","B","T","sctype"
"40791","Malignant","T","sctype"
"40792","Malignant","Malignant","sctype"
"40793","Malignant","Malignant","sctype"
"40794","T","B","sctype"
"40795","Malignant","Malignant","sctype"
"40796","T","T","sctype"
"40797","T","T","sctype"
"40798","Stromal","Stromal","sctype"
"40799","T","T","sctype"
"40800","B","T","sctype"
"40801","Malignant","Malignant","sctype"
"40802","Malignant","Malignant","sctype"
"40803","Stromal","Macrophage","sctype"
"40804","T","T","sctype"
"40805","Macrophage","T","sctype"
"40806","Malignant","Malignant","sctype"
"40807","Plasma","Plasma","sctype"
"40808","Malignant","Macrophage","sctype"
"40809","Plasma","Plasma","sctype"
"40810","T","T","sctype"
"40811","T","T","sctype"
"40812","Stromal","Macrophage","sctype"
"40813","Plasma","Plasma","sctype"
"40814","Stromal","Stromal","sctype"
"40815","Malignant","Malignant","sctype"
"40816","Macrophage","B","sctype"
"40817","Macrophage","Stromal","sctype"
"40818","Malignant","Malignant","sctype"
"40819","Malignant","Malignant","sctype"
"40820","Malignant","Malignant","sctype"
"40821","Macrophage","T","sctype"
"40822","Myoepi","Myoepi","sctype"
"40823","T","T","sctype"
"40824","Macrophage","Stromal","sctype"
"40825","Malignant","Malignant","sctype"
"40826","Myoepi","Stromal","sctype"
"40827","Stromal","Stromal","sctype"
"40828","Myoepi","Stromal","sctype"
"40829","Malignant","Malignant","sctype"
"40830","Myoepi","Myoepi","sctype"
"40831","T","T","sctype"
"40832","Macrophage","Stromal","sctype"
"40833","T","T","sctype"
"40834","T","Stromal","sctype"
"40835","T","T","sctype"
"40836","T","T","sctype"
"40837","T","B","sctype"
"40838","Malignant","Malignant","sctype"
"40839","T","T","sctype"
"40840","Malignant","Macrophage","sctype"
"40841","T","T","sctype"
"40842","Malignant","Malignant","sctype"
"40843","Stromal","Stromal","sctype"
"40844","Malignant","Malignant","sctype"
"40845","Macrophage","T","sctype"
"40846","Myoepi","Myoepi","sctype"
"40847","Stromal","Stromal","sctype"
"40848","Stromal","Stromal","sctype"
"40849","Malignant","Malignant","sctype"
"40850","T","B","sctype"
"40851","B","Stromal","sctype"
"40852","T","T","sctype"
"40853","Macrophage","Macrophage","sctype"
"40854","T","T","sctype"
"40855","Malignant","Malignant","sctype"
"40856","Myoepi","Myoepi","sctype"
"40857","Malignant","Malignant","sctype"
"40858","Stromal","Stromal","sctype"
"40859","Macrophage","Macrophage","sctype"
"40860","Malignant","Malignant","sctype"
"40861","T","Stromal","sctype"
"40862","Stromal","Stromal","sctype"
"40863","Malignant","Malignant","sctype"
"40864","Plasma","Plasma","sctype"
"40865","Malignant","Malignant","sctype"
"40866","Myoepi","Myoepi","sctype"
"40867","Stromal","Stromal","sctype"
"40868","Macrophage","B","sctype"
"40869","Myoepi","Myoepi","sctype"
"40870","Macrophage","Macrophage","sctype"
"40871","Macrophage","B","sctype"
"40872","Stromal","Stromal","sctype"
"40873","Myoepi","Stromal","sctype"
"40874","Malignant","Malignant","sctype"
"40875","Stromal","Stromal","sctype"
"40876","Myoepi","Myoepi","sctype"
"40877","Malignant","Malignant","sctype"
"40878","T","T","sctype"
"40879","Stromal","Stromal","sctype"
"40880","Malignant","Malignant","sctype"
"40881","Myoepi","Malignant","sctype"
"40882","T","T","sctype"
"40883","Malignant","Malignant","sctype"
"40884","Macrophage","T","sctype"
"40885","Stromal","Plasma","sctype"
"40886","Myoepi","Myoepi","sctype"
"40887","Plasma","Plasma","sctype"
"40888","T","B","sctype"
"40889","Stromal","Stromal","sctype"
"40890","Malignant","Malignant","sctype"
"40891","Stromal","Stromal","sctype"
"40892","Plasma","Plasma","sctype"
"40893","Stromal","Stromal","sctype"
"40894","T","T","sctype"
"40895","Myoepi","Stromal","sctype"
"40896","Malignant","Malignant","sctype"
"40897","T","T","sctype"
"40898","Stromal","Stromal","sctype"
"40899","Myoepi","Myoepi","sctype"
"40900","Stromal","Stromal","sctype"
"40901","T","T","sctype"
"40902","Macrophage","Macrophage","sctype"
"40903","Malignant","Macrophage","sctype"
"40904","Stromal","Stromal","sctype"
"40905","Plasma","Plasma","sctype"
"40906","T","T","sctype"
"40907","T","T","sctype"
"40908","Malignant","Malignant","sctype"
"40909","Stromal","Stromal","sctype"
"40910","Macrophage","Macrophage","sctype"
"40911","Myoepi","Stromal","sctype"
"40912","Malignant","Malignant","sctype"
"40913","T","T","sctype"
"40914","Macrophage","Macrophage","sctype"
"40915","B","Macrophage","sctype"
"40916","Malignant","Malignant","sctype"
"40917","T","T","sctype"
"40918","Myoepi","Myoepi","sctype"
"40919","T","B","sctype"
"40920","Stromal","Stromal","sctype"
"40921","Malignant","Malignant","sctype"
"40922","T","T","sctype"
"40923","Myoepi","Malignant","sctype"
"40924","Malignant","Malignant","sctype"
"40925","Macrophage","Stromal","sctype"
"40926","Myoepi","Myoepi","sctype"
"40927","Stromal","Stromal","sctype"
"40928","Malignant","Malignant","sctype"
"40929","T","T","sctype"
"40930","T","T","sctype"
"40931","Macrophage","Stromal","sctype"
"40932","Malignant","Malignant","sctype"
"40933","Myoepi","Malignant","sctype"
"40934","Malignant","Malignant","sctype"
"40935","T","T","sctype"
"40936","T","T","sctype"
"40937","Malignant","Malignant","sctype"
"40938","Malignant","Malignant","sctype"
"40939","Stromal","Myoepi","sctype"
"40940","T","T","sctype"
"40941","Stromal","Stromal","sctype"
"40942","Stromal","T","sctype"
"40943","Plasma","Macrophage","sctype"
"40944","B","B","sctype"
"40945","Plasma","Stromal","sctype"
"40946","Stromal","Stromal","sctype"
"40947","Stromal","Stromal","sctype"
"40948","T","T","sctype"
"40949","Macrophage","T","sctype"
"40950","T","B","sctype"
"40951","T","T","sctype"
"40952","B","T","sctype"
"40953","B","T","sctype"
"40954","Stromal","Macrophage","sctype"
"40955","Malignant","Malignant","sctype"
"40956","Stromal","Stromal","sctype"
"40957","T","T","sctype"
"40958","T","T","sctype"
"40959","T","Macrophage","sctype"
"40960","Malignant","Malignant","sctype"
"40961","Malignant","Macrophage","sctype"
"40962","Macrophage","Macrophage","sctype"
"40963","Malignant","Malignant","sctype"
"40964","Myoepi","Myoepi","sctype"
"40965","Macrophage","Stromal","sctype"
"40966","Macrophage","T","sctype"
"40967","Malignant","Malignant","sctype"
"40968","Malignant","Malignant","sctype"
"40969","Macrophage","Macrophage","sctype"
"40970","Myoepi","Stromal","sctype"
"40971","T","Macrophage","sctype"
"40972","Malignant","Malignant","sctype"
"40973","Malignant","Malignant","sctype"
"40974","Myoepi","Myoepi","sctype"
"40975","Malignant","Malignant","sctype"
"40976","Malignant","Malignant","sctype"
"40977","Malignant","Malignant","sctype"
"40978","T","T","sctype"
"40979","Macrophage","Stromal","sctype"
"40980","Malignant","Malignant","sctype"
"40981","Stromal","Stromal","sctype"
"40982","Stromal","Stromal","sctype"
"40983","Malignant","Macrophage","sctype"
"40984","Plasma","Plasma","sctype"
"40985","Stromal","Macrophage","sctype"
"40986","Plasma","T","sctype"
"40987","Myoepi","Myoepi","sctype"
"40988","Stromal","Stromal","sctype"
